"source","target","id","developer_comments"
"system_camp_equip_change_0","＞这个人格面具已经装备了。","system_camp_equip_change_0","机翻辅助：

＞这个人格面具已经装备了。

>这个人格面具已经装备好了。

这个人格面具已经装备了。"
"system_book_read_0","＞要读取“[占位B 01]”吗？","system_book_read_0","机翻辅助：

＞要读取“[占位B 01]”吗？

>读[占位B 01]吗？

读>[占位B 01]吗？"
"system_config_cancel_0","不变更设定直接回到选单。
确定吗？","system_config_cancel_0","机翻辅助：

不变更设定直接回到选单。
确定吗？

在不更改设置的情况下返回。
可以吗？

不更改设定就返回。
可以吗？"
"system_camp_quest_pictur_0","有委托的人头上会显示图示。
接受委托后颜色会改变。
发现的话，就积极地向对方搭话吧。","system_camp_quest_pictur_0","机翻辅助：

有委托的人头上会显示图示。
接受委托后颜色会改变。
发现的话，就积极地向对方搭话吧。

有什么委托的人，头上会显示图标。
接受委托的话颜色会变。
如果找到了，就积极地搭话吧。

有委托的人，头顶上会显示图标。
接受委托后颜色会变。
如果找到了，就积极地搭话吧。"
"system_camp_equip_swap_0","＞这个人格面具，
　[颜色 01][占位A 01][颜色 01]装备着。
　要卸下装备吗？","system_camp_equip_swap_0","机翻辅助：

＞这个人格面具，
　[颜色 01][占位A 01][颜色 01]装备着。
　要卸下装备吗？

这个人格面具，
[颜色 01][占位A 01][颜色 01]装备着。
拆下来装备吗？

这个人格面具是
[颜色 01][占位A 01][颜色 01]装备的。
要拆下来装备吗？"
"system_camp_item_check1_0","[颜色 01][占位A 01][颜色 01]要使用
　脱离这个迷宫吗？","system_camp_item_check1_0","机翻辅助：

[颜色 01][占位A 01][颜色 01]要使用
　脱离这个迷宫吗？

>使用[颜色 01][占位A 01][颜色 01]
逃离这个迷宫吗？

使用[颜色 01][占位A 01][颜色 01]从这个迷宫逃脱吗？"
"system_camp_item_check2_0","[颜色 01][占位A 01][颜色 01]使用
　要回到这层的入口吗？","system_camp_item_check2_0","机翻辅助：

[颜色 01][占位A 01][颜色 01]使用
　要回到这层的入口吗？

>使用[颜色 01][占位A 01][颜色 01]
返回到这层楼的入口吗？

使用[颜色 01][占位A 01][颜色 01]回到这一层的入口吗？"
"system_camp_suspend_chec_0","中断存档
要回到标题画面吗？
确定？","system_camp_suspend_chec_0","机翻辅助：

中断存档
要回到标题画面吗？
确定？

中断保存
返回标题画面。
可以吗？

做中断保存
回到标题画面。
可以吗？"
"system_camp_difficult_sa_0","“SAFETY”是让人安心
享受故事的模式。
战斗的难度最低，即使全灭
也能当场立刻复活。
难易度之后也能变更。","system_camp_difficult_sa_0","机翻辅助：

“SAFETY”是让人安心
享受故事的模式。
战斗的难度最低，即使全灭
也能当场立刻复活。
难易度之后也能变更。


SAFETY
是面向想要安心享受故事的人的模式。
战斗的难易度最低，即使全军覆没
也能当场马上复活。难易度以后也可以变更。

“SAFETY”是面向想安心享受故事的人的模式。
战斗难度最低，即使全军覆没
当场就能复活。
难易度以后也可以变更。"
"system_camp_difficult_ea_0","“EASY”是战斗
设定为较低难度，适合想轻松游玩的人
的模式。
　
难易度之后也能变更。","system_camp_difficult_ea_0","机翻辅助：

“EASY”是战斗
设定为较低难度，适合想轻松游玩的人
的模式。
　
难易度之后也能变更。

“EASY”，是战斗的难易度被设定为低
，适合想轻松愉快地玩
的人的模式。

难度之后也可以变更。

是战斗的难易度低
被设定了，想轻松愉快地享受玩儿
适合一方的模式。

难易度以后也可以变更。"
"system_camp_difficult_no_0","“NORMAL”是适度有紧张感
享受战斗，也想充分
体验战斗攻略的人推荐的模式。
　
难易度之后也能变更。","system_camp_difficult_no_0","机翻辅助：

“NORMAL”是适度有紧张感
享受战斗，也想充分
体验战斗攻略的人推荐的模式。
　
难易度之后也能变更。

“NORMAL”，是向有适度的紧张感的
享受战斗，战斗的攻略也想尽情地
品味的人推荐的模式。

难度之后也可以变更。

“NORMAL”是推荐给有适度紧张感的
享受战斗、尽情享受战斗攻略
想品尝的人的模式。

难易度以后也可以变更。"
"system_camp_difficult_ha_0","“HARD”是战斗
难度更高，能享受严苛的进退攻防
适合高手的模式。
　
难易度之后也能变更。","system_camp_difficult_ha_0","机翻辅助：

“HARD”是战斗
难度更高，能享受严苛的进退攻防
适合高手的模式。
　
难易度之后也能变更。


HARD
是一种面向高级棋手的模式，可以在更高难度的战斗中享受残酷的讨价还价。

难易度以后也可以变更。

“HARD”是面向上级者的模式，在难度更高的战斗中
能享受严酷的策略。

难度之后也可以变更。"
"system_camp_difficult_ri_0","“RISKY”是与死亡相邻
适合超高手的模式。主角
不能离开战斗，主角死亡
当下游戏就结束。
[颜色 03]之后不能变更难易度。[颜色 01]","system_camp_difficult_ri_0","机翻辅助：

“RISKY”是与死亡相邻
适合超高手的模式。主角
不能离开战斗，主角死亡
当下游戏就结束。
[颜色 03]之后不能变更难易度。[颜色 01]

“RISKY”是与死亡为邻的，面向超高手的模式。主人公
不能从战斗中脱离，主人公死亡的话，
那个时间点游戏结束。

之后的难易度不能变更[颜色 03]。[颜色 01]

“RISKY”是面向与死亡相邻的超高级者的模式。主人公
不能离开战斗，主人公死亡的话，
那个时候游戏结束。

以后的难易度不能变更[颜色 03]。[颜色 01]"
"eqp_bag_max_err_0","由于拿不动拆下的装备，
不能拆下装备。","eqp_bag_max_err_0","机翻辅助：

由于拿不动拆下的装备，
不能拆下装备。

因为拿不动取下的装备，
不能取下装备。

因为卸下的装备拿不完，所以不能卸下装备。"
"system_camp_persona_equi_0","已经装备了。","system_camp_persona_equi_0","机翻辅助：

已经装备了。

已经装备好了。"
"system_camp_item_drop_ng_0","因为喜欢所以不能丢。","system_camp_item_drop_ng_0","机翻辅助：

因为喜欢所以不能丢。

因为喜欢所以不能扔。

因为喜欢所以不能扔掉。"
"system_camp_item_dlc_dis_0","是无法舍弃的DLC道具。","system_camp_item_dlc_dis_0","机翻辅助：

是无法舍弃的DLC道具。

是无法舍弃的DLC项目。

是不能扔掉的DLC项目。"
